"stone","zone","tomb","form","material","ulx","uly","lrx","lry","condition"
"S2092","Zona Terza",1235,"HEAD","stone",2763.39469,302.854879,2774.102836,306.43602899999996,"reasonable"
"S2093","Zona Terza",,"HEAD","stone",2751.19474,302.77155200000004,2759.827581,307.43066999999996,"reasonable"
"S2094","Zona Terza",,"URN","stone",2745.000166,308.52117699999997,2747.857116,311.315746,"bad"
"S2095","Zona Terza",1949,"CROSS","stone",2731.939435,302.03749200000004,2739.369774,306.25542199999995,"reasonable"
"S2096","Zona Terza",,"CROSS","stone",2717.118789,302.414584,2725.626674,307.63614600000005,"bad"
"S2097","Zona Terza",597,"LEDG","stone",2701.481978,303.860418,2712.455163,320.276196,"good"
"S2098","Zona Terza",679,"HEAD","stone",2691.364037,309.2119,2698.821845,313.478694,"reasonable"
"S2099","Zona Terza",,"LEDG","stone",2679.500393,301.31499900000006,2689.267797,322.14816499999995,"reasonable"
"S2100","Zona Terza",1079,"CROSS","stone",2668.425843,301.32378700000004,2675.741873,305.31071799999995,"reasonable"
"S2101","Zona Terza",,"CROSS","stone",2654.600484,302.36897899999997,2661.250512,307.36326499999996,"good"
"S2102","Zona Terza",,"PLB","stone",2655.335512,312.05175399999996,2660.685999,315.46002699999997,"good"
"S2103","Zona Terza",1946,"HEAD","stone",2640.807994,308.437773,2648.705933,313.156432,"reasonable"
"S2104","Zona Terza",1945,"CROSS","stone",2621.210585,301.662691,2630.671909,307.53617599999995,"good"
"S2105","Zona Terza",1944,"PED","stone",2602.270163,304.27401799999996,2608.646008,309.271793,"reasonable"
"S2106","Zona Terza",746,"HEAD","stone",2600.28786,345.414664,2606.214817,347.912643,"good"
"S2107","Zona Terza",1937,"CROSS","stone",2610.461136,335.35390500000005,2618.741319,341.262057,"bad"
"S2108","Zona Terza",1152,"CROSS","stone",2625.178388,335.32896500000004,2633.481689,341.40830000000005,"reasonable"
"S2109","Zona Terza",1938,"HEAD","stone",2638.896893,334.63520900000003,2649.071769,337.67936899999995,"reasonable"
"S2110","Zona Terza",417,"LEDG","stone",2655.831948,334.45196,2666.008274,353.68297199999995,"bad"
"S2111","Zona Terza",,"CROSS","stone",2671.59172,335.86110299999996,2679.154445,341.46459500000003,"reasonable"
"S2112","Zona Terza",1316,"HEAD","stone",2685.006548,334.752835,2694.582307,337.747427,"reasonable"
"S2113","Zona Terza",30,"PLB","stone",2700.874323,338.458974,2707.088198,342.46395199999995,"bad"
"S2114","Zona Terza",,"HEAD","stone",2717.722802,339.30622000000005,2723.079797,351.28258400000004,"reasonable"
"S2115","Zona Terza",1940,"CROSS","stone",2730.775841,336.49678300000005,2738.671292,342.312551,"reasonable"
"S2116","Zona Terza",,"HEAD","stone",2743.655245,336.096102,2752.103955,339.044855,"reasonable"
"S2117","Zona Terza",1173,"CROSS","stone",2758.398892,336.688219,2766.055925,342.83039099999996,"reasonable"
"S2118","Zona Terza",,"LEDG","stone",2772.816647,336.34427800000003,2783.163785,355.87131999999997,"bad"
"S2119","Zona Terza",2550,"HEAD","stone",2787.200135,338.11057900000003,2796.04914,340.074982,"reasonable"
"S2120","Zona Terza",,"CROSS","stone",2803.245016,337.07672,2811.10337,342.562871,"reasonable"
"S2121","Zona Terza",,"CROSS","stone",2817.567396,337.081691,2826.209179,342.70197499999995,"reasonable"
"S2122","Zona Terza",,"CROSS","stone",2832.291247,337.315925,2841.016037,342.70896000000005,"reasonable"
"S2123","Zona Terza",1585,"KERB","stone",2850.277841,338.33071500000005,2858.884439,356.282919,"reasonable"
"S2124","Zona Terza",,"HEAD","stone",2861.629549,344.243343,2866.839593,349.314215,"reasonable"
"S2125","Zona Terza",,"CROSS","stone",2870.48224,338.515542,2879.352672,344.54747999999995,"reasonable"
"S2126","Zona Terza",,"KERB","stone",2867.604011,367.811048,2876.745736,383.594607,"reasonable"
"S2127","Zona Terza",,"WRETH","stone",2853.555537,366.23273300000005,2861.685558,377.16038100000003,"bad"
"S2128","Zona Terza",,"CROSS","stone",2841.289596,364.471758,2849.741117,371.293685,"reasonable"
"S2129","Zona Terza",1163,"PLB","stone",2826.577672,367.72997599999997,2832.385454,373.95312,"reasonable"
"S2130","Zona Terza",1934,"HEAD","stone",2816.116585,365.72065699999996,2823.038059,368.283363,"good"
"S2131","Zona Terza",1933,"LEDG","stone",2805.858794,371.12174100000004,2813.856987,378.57233499999995,"good"
"S2132","Zona Terza",,"CROSS","stone",2791.254573,365.52718600000003,2800.25033,383.812275,"reasonable"
"S2133","Zona Terza",30,"CROSS","stone",2782.808658,375.74529099999995,2787.524421,379.10412199999996,"good"
"S2134","Zona Terza",,"CROSS","stone",2766.152277,365.30990199999997,2773.471131,382.464465,"bad"
"S2135","Zona Terza",1931,"CROSS","stone",2748.091335,364.874289,2756.794648,370.64930400000003,"excellent"
"S2136","Zona Terza",,"KERB","stone",2737.326935,371.32598900000005,2743.529884,380.82256700000005,"reasonable"
"S2137","Zona Terza",,"ARCH","stone",2722.004587,364.738025,2731.253571,367.84407899999997,"reasonable"
"S2138","Zona Terza",,"HEAD","stone",2708.128483,364.248415,2717.303237,366.93099300000006,"reasonable"
"S2139","Zona Terza",1927,"HEAD","stone",2694.213629,365.485222,2702.556737,380.790484,"good"
"S2140","Zona Terza",,"CROSS","stone",2686.24334,370.04732,2690.882768,373.990175,"reasonable"
"S2141","Zona Terza",417,"KERB","stone",2675.057074,364.844331,2683.324373,382.55221500000005,"reasonable"
"S2142","Zona Terza",815,"HEAD","stone",2661.592678,364.48290099999997,2671.059073,375.161754,"good"
"S2143","Zona Terza",1243,"HEAD","stone",2651.630329,364.06337199999996,2658.821371,366.09403399999997,"good"
"S2144","Zona Terza",2,"PED","stone",2642.351488,369.44912,2648.10137,374.65614600000004,"reasonable"
"S2145","Zona Terza",,"CROSS","stone",2629.201527,364.05045800000005,2637.961047,368.55121900000006,"reasonable"
"S2146","Zona Terza",,"CROSS","stone",2618.673178,363.62317800000005,2626.347223,367.505861,"reasonable"
"S2147","Zona Terza",,"PLB","stone",2611.738794,368.301206,2617.251144,371.33930699999996,"bad"
"S2148","Zona Terza",,"HEAD","stone",2599.474125,363.595109,2608.28399,367.430071,"excellent"
"S2149","Zona Terza",461,"PLB","stone",2600.379408,394.451545,2605.461724,399.533862,"good"
"S2150","Zona Terza",1913,"STAT","stone",2613.745285,395.220331,2630.825616,412.45954300000005,"good"
"S2151","Zona Terza",1914,"CROSS","stone",2636.79626,395.68692599999997,2645.005472,403.260301,"reasonable"
"S2152","Zona Terza",1915,"COL","stone",2655.763898,396.44098299999996,2665.170208,403.80433500000004,"reasonable"
"S2153","Zona Terza",1916,"CROSS","stone",2678.342712,396.868704,2684.364167,402.262656,"reasonable"
"S2154","Zona Terza",1917,"CROSS","stone",2692.27043,396.70220400000005,2700.330731,401.44658400000003,"reasonable"
"S2155","Zona Terza",417,"CROSS","stone",2707.347115,397.085518,2716.227572,402.656292,"reasonable"
"S2156","Zona Terza",,"CROSS","stone",2728.31942,397.827001,2739.72026,403.667287,"reasonable"
"S2157","Zona Terza",1919,"HEAD","stone",2752.294316,396.53592000000003,2762.246728,399.83670500000005,"good"
"S2158","Zona Terza",30,"PLB","stone",2767.891148,397.882149,2775.447863,400.704606,"bad"
"S2159","Zona Terza",,"HEAD","stone",2781.064374,397.89199299999996,2789.069775,401.58319100000006,"reasonable"
"S2160","Zona Terza",467,"HEAD","stone",2792.762032,397.97467700000004,2802.687119,400.71192299999996,"excellent"
"S2161","Zona Terza",1921,"HEAD","stone",2804.779348,397.918406,2814.260968,400.78528600000004,"good"
"S2162","Zona Terza",1922,"HEAD","stone",2819.010058,398.99258299999997,2827.877797,402.382959,"good"
"S2163","Zona Terza",417,"LEDG","stone",2833.014773,398.943208,2841.882563,417.21638399999995,"reasonable"
"S2164","Zona Terza",,"CROSS","stone",2847.271766,399.103704,2855.437556,404.55211799999995,"good"
"S2165","Zona Terza",,"CROSS","stone",2860.985585,398.447578,2872.062261,419.031978,"reasonable"
"S2166","Zona Terza",1466,"CROSS","stone",2856.621584,470.892297,2867.941482,477.93462999999997,"reasonable"
"S2167","Zona Terza",1461,"CROSS","stone",2836.296075,471.21831799999995,2846.021201,476.72888,"reasonable"
"S2168","Zona Terza",1912,"CROSS","stone",2821.653133,470.625982,2830.935009,476.341535,"reasonable"
"S2169","Zona Terza",1911,"LEDG","stone",2806.772379,470.185933,2816.497573,490.29738399999997,"reasonable"
"S2170","Zona Terza",,"CROSS","stone",2796.312391,470.05945299999996,2802.720504,476.001974,"reasonable"
"S2171","Zona Terza",,"CROSS","stone",2783.158925,469.39924099999996,2789.234596,475.164043,"reasonable"
"S2172","Zona Terza",,"PED","stone",2766.122521,468.098263,2777.151754,488.89113,"reasonable"
"S2173","Zona Terza",327,"CROSS","stone",2751.383353,467.85575100000005,2760.324949,473.834167,"reasonable"
"S2174","Zona Terza",,"PLG","stone",2754.39637,475.886344,2756.868463,478.669765,"reasonable"
"S2175","Zona Terza",,"PLG","stone",2752.270836,480.47467200000006,2758.203181,484.81144900000004,"reasonable"
"S2176","Zona Terza",,"CROSS","stone",2737.105056,467.72035200000005,2743.358758,473.33556999999996,"reasonable"
"S2177","Zona Terza",,"HEAD","stone",2720.08207,467.02163199999995,2726.365785,472.89964399999997,"good"
"S2178","Zona Terza",547,"PLG","stone",2720.146811,475.33806500000003,2725.242472,479.86740599999996,"reasonable"
"S2179","Zona Terza",,"CROSS","stone",2696.253395,466.933858,2703.099009,472.840829,"good"
"S2180","Zona Terza",313,"PLG","stone",2704.961348,469.21698000000004,2709.469264,474.09658,"good"
"S2181","Zona Terza",,"PLG","stone",2696.091151,472.69269299999996,2702.972036,480.199341,"good"
"S2182","Zona Terza",,"PLG","stone",2704.19436,474.920027,2710.057953,480.55495700000006,"reasonable"
"S2183","Zona Terza",,"LEDG","stone",2677.097861,466.38532,2685.29144,484.140528,"reasonable"
"S2184","Zona Terza",1906,"LEDG","stone",2662.262146,467.73355300000003,2669.658738,483.82156999999995,"reasonable"
"S2185","Zona Terza",1117,"CROSS","stone",2645.751393,464.49200499999995,2654.444509,483.280749,"bad"
"S2186","Zona Terza",,"HEAD","stone",2630.926225,463.610179,2638.707402,469.19375,"reasonable"
"S2187","Zona Terza",1904,"PLB","stone",2620.10235,463.30878700000005,2627.480866,480.08971099999997,"reasonable"
"S2188","Zona Terza",,"CROSS","stone",2605.459012,462.40433500000006,2615.258777,469.719022,"reasonable"
"S2189","Zona Terza",436,"PLB","stone",2594.227518,488.18193399999996,2599.715384,491.93288800000005,"excellent"
"S2190","Zona Terza",,"HEAD","stone",2607.294306,490.19459100000006,2614.497826,494.999629,"reasonable"
"S2191","Zona Terza",,"PED","stone",2618.734368,505.07656299999996,2623.962765,509.836415,"reasonable"
"S2192","Zona Terza",1210,"HEAD","stone",2628.589223,489.95998,2637.568563,494.79569200000003,"good"
"S2193","Zona Terza",,"PED","stone",2640.461263,501.766881,2644.997675,506.93621700000006,"good"
"S2194","Zona Terza",1208,"COL","stone",2652.836124,497.00800200000003,2660.624263,505.569608,"reasonable"
"S2195","Zona Terza",,"PLG","stone",2668.152658,493.57445500000006,2677.123835,499.511076,"reasonable"
"S2196","Zona Terza",501,"HEAD","stone",2682.390737,493.54256,2690.258359,496.49785699999995,"good"
"S2197","Zona Terza",416,"OSS","stone",2697.469379,497.628501,2717.505477,508.09895400000005,"reasonable"
"S2198","Zona Terza",,"CROSS","stone",2728.441385,500.81552899999997,2734.970776,504.874999,"bad"
"S2199","Zona Terza",521,"LEDG","stone",2746.49607,497.223606,2755.302621,513.31414,"reasonable"
"S2200","Zona Terza",,"PLB","stone",2757.176141,499.28908,2762.624174,501.86582999999996,"reasonable"
"S2201","Zona Terza",,"LEDG","stone",2764.545451,497.824937,2773.914337,513.648802,"reasonable"
"S2202","Zona Terza",1056,"PLB","stone",2778.707758,497.28847299999995,2784.322759,499.40867000000003,"reasonable"
"S2203","Zona Terza",,"CROSS","stone",2786.170641,496.65452300000004,2795.484779,501.678182,"reasonable"
"S2204","Zona Terza",,"CROSS","stone",2804.469701,498.19220099999995,2815.257685,503.45539499999995,"unrecorded"
"S2205","Zona Terza",325,"PLG","stone",2806.386644,507.568794,2813.51213,511.87483499999996,"reasonable"
"S2206","Zona Terza",,"PLG","stone",2799.393874,511.611862,2810.225396,517.274401,"reasonable"
"S2207","Zona Terza",325,"PLG","stone",2810.112249,511.83536300000003,2819.670975,517.458369,"reasonable"
"S2208","Zona Terza",,"STAT","stone",2825.372275,503.61246900000003,2831.057348,509.297543,"bad"
"S2209","Zona Terza",856,"CROSS","stone",2838.155612,500.109594,2846.905536,517.59298,"bad"
"S2210","Zona Terza",1314,"HEAD","stone",2855.033615,502.34206600000005,2867.852471,509.09733400000005,"reasonable"
"S2211","Zona Terza",,"CROSS","stone",2860.733867,527.001036,2869.378949,532.467227,"bad"
"S2212","Zona Terza",,"CROSS","stone",2846.142313,525.984626,2854.435725,531.984263,"bad"
"S2213","Zona Terza",,"HEAD","stone",2823.659585,525.805325,2831.771534,530.393741,"bad"
"S2214","Zona Terza",1382,"SCRLL","stone",2809.222314,525.400946,2817.631261,532.576597,"bad"
"S2215","Zona Terza",1396,"CROSS","stone",2796.511355,525.52823,2804.907115,530.793359,"bad"
"S2216","Zona Terza",1407,"LEDG","stone",2782.915574,524.770347,2789.980609,539.761528,"bad"
"S2217","Zona Terza",1406,"HEAD","stone",2768.938452,525.896021,2775.297985,528.387098,"reasonable"
"S2218","Zona Terza",,"CROSS","stone",2753.554457,523.061807,2762.586552,527.185943,"bad"
"S2219","Zona Terza",,"HEAD","stone",2740.370038,522.221276,2749.37774,524.61434,"bad"
"S2220","Zona Terza",,"LEDG","stone",2727.34267,522.106928,2736.15985,540.904432,"very poor"
"S2221","Zona Terza",,"LEDG","stone",2710.341337,521.354944,2720.294263,541.121695,"reasonable"
"S2222","Zona Terza",2,"CROSS","stone",2698.397041,521.01042,2706.006694,525.221682,"bad"
"S2223","Zona Terza",,"CROSS","stone",2682.676048,520.170762,2692.459719,539.686914,"very poor"
"S2224","Zona Terza",94,"HEAD","stone",2668.404268,519.600039,2679.13897,522.113035,"good"
"S2225","Zona Terza",,"PLB","stone",2655.361682,519.601354,2661.744657,526.293047,"bad"
"S2226","Zona Terza",,"CROSS","stone",2641.797385,519.17962,2646.954988,524.029972,"bad"
"S2227","Zona Terza",,"CROSS","stone",2628.389399,518.569264,2634.510419,523.926571,"bad"
"S2228","Zona Terza",1901,"LEDG","stone",2614.793853,517.958909,2622.375983,536.519864,"bad"
"S2229","Zona Terza",,"LEDG","stone",2600.462458,517.5399180000001,2608.38834,536.329522,"bad"
"S2230","Zona Terza",377,"HEAD","stone",2586.02809,516.94409,2595.505361,520.567698,"excellent"
"S2231","Zona Terza",802,"CROSS","stone",2605.442729,546.929571,2614.91649,551.617242,"good"
"S2232","Zona Terza",802,"LEDG","stone",2601.003833,552.915129,2618.583088,560.506287,"reasonable"
"S2233","Zona Terza",,"COL","stone",2628.818291,559.388225,2632.96054,563.564777,"bad"
"S2234","Zona Terza",1454,"HEAD","stone",2643.295285,546.704347,2650.282509,549.677861,"reasonable"
"S2235","Zona Terza",,"PLG","stone",2643.486915,563.854552,2647.744149,567.202874,"good"
"S2236","Zona Terza",1437,"CROSS","stone",2658.114105,548.326014,2662.805216,553.786269,"bad"
"S2237","Zona Terza",,"CROSS","stone",2669.107047,548.152147,2678.422257,552.678099,"bad"
"S2238","Zona Terza",1362,"HEAD","stone",2681.755647,556.064726,2687.81222,558.725925,"good"
"S2239","Zona Terza",869,"HEAD","stone",2693.790271,551.303587,2698.452191,553.193188,"good"
"S2240","Zona Terza",417,"CROSS","stone",2705.943646,550.1366390000001,2713.277844,555.016305,"bad"
"S2241","Zona Terza",867,"HEAD","stone",2718.039353,552.104342,2726.591883,554.531183,"good"
"S2242","Zona Terza",868,"HEAD","stone",2741.359431,553.119128,2747.40603,555.138277,"good"
"S2243","Zona Terza",868,"HEAD","stone",2750.678695,553.268369,2756.582015,555.474219,"good"
"S2244","Zona Terza",1423,"HEAD","stone",2763.898033,553.836409,2772.755458,556.246819,"reasonable"
"S2245","Zona Terza",30,"CROSS","stone",2782.774086,551.939357,2791.879732,557.557834,"reasonable"
"S2246","Zona Terza",30,"LEDG","stone",2798.445271,552.580344,2807.428073,572.153008,"reasonable"
"S2247","Zona Terza",,"HEAD","stone",2814.026311,553.961575,2822.426529,557.294329,"bad"
"S2248","Zona Terza",,"CROSS","stone",2831.477309,555.444966,2838.671226,560.193318,"bad"
"S2249","Zona Terza",9999,"CROSS","stone",2855.713299,554.7062,2865.25514,560.585121,"good"
"S2250","Zona Terza",,"CROSS","stone",2858.621543,589.448872,2868.749127,609.05598,"reasonable"
"S2251","Zona Terza",1390,"KERB","stone",2843.966869,589.376078,2852.613485,608.835253,"good"
"S2252","Zona Terza",,"LEDG","stone",2826.874933,589.398263,2833.837906,607.321935,"bad"
"S2253","Zona Terza",,"BLOCK","stone",2810.108743,588.196387,2819.967228,596.256564,"very poor"
"S2254","Zona Terza",729,"CROSS","stone",2800.291928,588.19947,2808.177957,593.374525,"good"
"S2255","Zona Terza",1380,"CROSS","stone",2786.580888,587.913395,2795.5913,593.337292,"good"
"S2256","Zona Terza",1381,"HEAD","stone",2763.088495,587.0037590000001,2771.030265,592.124293,"reasonable"
"S2257","Zona Terza",,"HEAD","stone",2749.480883,588.27333,2754.959034,590.579356,"excellent"
"S2258","Zona Terza",864,"HEAD","stone",2738.815458,587.969974,2744.872565,590.173329,"excellent"
"S2259","Zona Terza",,"HEAD","stone",2718.804338,585.996597,2726.762033,589.232824,"bad"
"S2260","Zona Terza",1401,"ROCK","stone",2706.504886,584.283301,2716.704828,596.050685,"reasonable"
"S2261","Zona Terza",1418,"CROSS","stone",2695.125874,587.424084,2700.452545,591.376379,"reasonable"
"S2262","Zona Terza",1421,"HEAD","stone",2682.79897,583.039264,2691.861051,587.380801,"reasonable"
"S2263","Zona Terza",30,"LEDG","stone",2668.913505,586.307065,2676.958507,600.267798,"reasonable"
"S2264","Zona Terza",,"CROSS","stone",2656.535666,583.8485900000001,2661.920234,588.930466,"very poor"
"S2265","Zona Terza",611,"PLB","stone",2639.307882,583.20502,2649.035855,601.474955,"reasonable"
"S2266","Zona Terza",,"LEDG","stone",2625.1694,582.80064,2634.278871,599.991746,"bad"
"S2267","Zona Terza",417,"HEAD","stone",2611.873956,581.887922,2619.030909,584.445759,"reasonable"
"S2268","Zona Terza",,"CROSS","stone",2596.636584,580.583764,2606.70433,586.725695,"bad"
"S2269","Zona Terza",,"unknown","stone",2596.283896,586.472077,2606.553743,600.516745,"unrecorded"
"S2270","Zona Terza",1255,"CROSS","stone",2595.387486,609.507089,2603.727246,615.422022,"bad"
"S2271","Zona Terza",,"LEDG","stone",2609.353727,610.538111,2618.516022,628.287587,"reasonable"
"S2272","Zona Terza",,"HEAD","stone",2624.833167,615.745601,2633.083538,618.052353,"reasonable"
"S2273","Zona Terza",1440,"HEAD","stone",2639.741268,611.450562,2647.890362,616.256372,"reasonable"
"S2274","Zona Terza",,"PLB","stone",2652.72513,611.928001,2660.484221,616.7473650000001,"excellent"
"S2275","Zona Terza",1139,"CROSS","stone",2666.194967,612.2213830000001,2674.463171,617.269652,"bad"
"S2276","Zona Terza",2,"PLB","stone",2677.411824,618.832326,2683.312921,620.879374,"reasonable"
"S2277","Zona Terza",,"LEDG","stone",2687.148948,616.949318,2695.008548,629.980058,"reasonable"
"S2278","Zona Terza",1403,"CROSS","stone",2697.994135,612.714575,2707.845447,632.654587,"reasonable"
"S2279","Zona Terza",1360,"CROSS","stone",2713.522417,614.320224,2717.714441,616.195772,"good"
"S2280","Zona Terza",,"PLB","stone",2722.855085,619.169011,2729.259944,621.779128,"reasonable"
"S2281","Zona Terza",1171,"HEAD","stone",2735.831717,616.793161,2740.503155,618.557064,"reasonable"
"S2282","Zona Terza",996,"HEAD","stone",2746.599731,615.566542,2755.003127,618.160609,"good"
"S2283","Zona Terza",,"CROSS","stone",2759.838968,615.867229,2768.048712,620.63619,"reasonable"
"S2284","Zona Terza",1367,"HEAD","stone",2779.447856,615.256341,2789.125691,619.301922,"reasonable"
"S2285","Zona Terza",,"HEAD","stone",2793.142992,615.69725,2802.02812,620.139664,"reasonable"
"S2286","Zona Terza",,"CROSS","stone",2806.192579,616.941554,2814.963777,620.44733,"reasonable"
"S2287","Zona Terza",1140,"HEAD","stone",2817.130661,624.179139,2824.306977,630.308884,"good"
"S2288","Zona Terza",,"CROSS","stone",2827.282873,617.031775,2837.003015,621.766655,"reasonable"
"S2289","Zona Terza",,"CROSS","stone",2841.554483,618.977188,2850.440768,636.427892,"good"
"S2290","Zona Terza",,"CROSS","stone",2859.031521,619.781043,2864.245537,624.843203,"bad"
"S2291","Zona Terza",,"CROSS","stone",2851.142583,647.381788,2859.073308,663.479251,"good"
"S2292","Zona Terza",,"LEDG","stone",2823.242682,649.021149,2830.136618,662.687671,"reasonable"
"S2293","Zona Terza",,"LEDG","stone",2809.287093,646.574703,2819.465227,664.011254,"reasonable"
"S2294","Zona Terza",8,"LEDG","metal",2793.75672,644.51829,2804.316618,663.605251,"good"
"S2295","Zona Terza",8,"PLB","stone",2794.490929,663.439725,2803.210654,665.916421,"reasonable"
"S2296","Zona Terza",,"PLB","stone",2779.921774,646.8936190000001,2785.503634,648.913232,"good"
"S2297","Zona Terza",1167,"HEAD","stone",2757.992195,644.355277,2770.476031,648.506006,"good"
"S2298","Zona Terza",,"LEDG","stone",2737.979149,642.96063,2746.364129,661.238304,"very poor"
"S2299","Zona Terza",1350,"HEAD","stone",2723.930078,642.084442,2733.751453,645.805911,"good"
"S2300","Zona Terza",1278,"HEAD","stone",2709.495577,641.680063,2718.371268,645.046318,"good"
"S2301","Zona Terza",1010,"HEAD","stone",2697.883799,642.07318,2703.961394,644.483731,"reasonable"
"S2302","Zona Terza",1010,"HEAD","stone",2688.90716,641.81135,2696.060182,644.357585,"good"
"S2303","Zona Terza",,"COL","stone",2675.370848,640.91354,2681.903786,646.696997,"reasonable"
"S2304","Zona Terza",,"CROSS","stone",2660.493299,642.597309,2666.430316,653.210553,"reasonable"
"S2305","Zona Terza",,"PLB","stone",2660.0042,653.210066,2666.99867,656.992509,"reasonable"
"S2306","Zona Terza",1439,"HEAD","stone",2643.811781,638.879506,2653.683458,646.611956,"reasonable"
"S2307","Zona Terza",295,"CROSS","stone",2628.42833,639.214212,2636.614853,643.793506,"good"
"S2308","Zona Terza",,"OBEL","stone",2613.094748,641.395321,2619.03789,650.389579,"reasonable"
"S2309","Zona Terza",,"CROSS","stone",2596.36678,636.145843,2602.658554,645.148013,"reasonable"
"S2310","Zona Terza",,"PLB","stone",2583.940618,644.96575,2592.365508,647.924053,"reasonable"
"S2311","Zona Terza",,"PLB","stone",2590.018235,667.180569,2595.657363,669.506949,"good"
"S2312","Zona Terza",,"CROSS","stone",2602.702691,665.013537,2611.622203,683.945145,"reasonable"
"S2313","Zona Terza",1002,"HEAD","stone",2617.873054,665.867807,2625.786323,668.22007,"reasonable"
"S2314","Zona Terza",1216,"HEAD","stone",2634.387577,665.123162,2644.778207,670.037274,"reasonable"
"S2315","Zona Terza",1216,"LEDG","stone",2635.637228,669.982304,2643.049129,682.389606,"reasonable"
"S2316","Zona Terza",588,"PLB","stone",2652.116286,665.956354,2659.929322,670.711847,"good"
"S2317","Zona Terza",,"CROSS","stone",2666.570379,666.670401,2674.70465,672.357979,"reasonable"
"S2318","Zona Terza",,"LEDG","stone",2686.738776,668.65516,2695.43617,687.554576,"good"
"S2319","Zona Terza",,"LEDG","stone",2700.269915,669.265515,2707.726238,687.006052,"reasonable"
"S2320","Zona Terza",,"LEDG","stone",2712.992482,669.735649,2720.93568,687.458986,"reasonable"
"S2321","Zona Terza",,"CROSS","stone",2726.393541,670.055638,2732.131035,675.018455,"reasonable"
"S2322","Zona Terza",44,"CROSS","stone",2737.989488,670.439308,2744.559708,675.478467,"excellent"
"S2323","Zona Terza",1017,"CROSS","stone",2749.645284,670.665528,2757.448768,675.253015,"good"
"S2324","Zona Terza",,"PLB","stone",2763.330297,673.401298,2768.621986,676.691313,"reasonable"
"S2325","Zona Terza",,"CROSS","stone",2776.66794,673.20757,2781.843673,678.0772469999999,"excellent"
"S2326","Zona Terza",,"LEDG","stone",2791.910642,673.787816,2797.479918,688.720333,"reasonable"
"S2327","Zona Terza",,"CROSS","stone",2804.961533,672.709609,2813.563513,678.104713,"reasonable"
"S2328","Zona Terza",,"HEAD","stone",2835.532236,674.529146,2852.745652,679.0539670000001,"excellent"
"S2329","Zona Terza",681,"PLB","stone",2862.239125,704.230746,2869.853786,706.320053,"good"
"S2330","Zona Terza",,"CROSS","stone",2846.986434,698.240399,2857.97824,703.997074,"reasonable"
"S2331","Zona Terza",,"CROSS","stone",2828.703074,701.688035,2837.11721,707.5653130000001,"bad"
"S2332","Zona Terza",,"CROSS","stone",2809.902045,700.0463460000001,2821.000615,707.878469,"reasonable"
"S2333","Zona Terza",,"CROSS","stone",2796.667309,700.413366,2805.094253,703.81695,"good"
"S2334","Zona Terza",,"CROSS","stone",2780.11442,700.420938,2789.886857,705.395019,"bad"
"S2335","Zona Terza",,"CROSS","stone",2763.752453,699.632423,2771.691343,705.477668,"reasonable"
"S2336","Zona Terza",795,"CROSS","stone",2746.650595,697.137279,2757.846529,704.724281,"bad"
"S2337","Zona Terza",,"CROSS","stone",2730.431487,697.642032,2739.168204,703.1578999999999,"bad"
"S2338","Zona Terza",,"CROSS","stone",2713.898781,697.303407,2724.092721,717.333085,"good"
"S2339","Zona Terza",1896,"CROSS","stone",2702.19895,696.617925,2707.492999,700.679308,"reasonable"
"S2340","Zona Terza",,"LEDG","stone",2686.497569,698.153986,2692.795205,707.921101,"reasonable"
"S2341","Zona Terza",,"CROSS","stone",2672.693335,697.263187,2679.098925,702.594205,"bad"
"S2342","Zona Terza",,"LEDG","stone",2660.002925,696.616301,2668.514005,713.581266,"bad"
"S2343","Zona Terza",,"CROSS","stone",2647.217114,694.583216,2656.776829,700.042991,"bad"
"S2344","Zona Terza",,"CROSS","stone",2633.677854,693.958248,2643.090765,714.968108,"bad"
"S2345","Zona Terza",,"CROSS","stone",2620.627087,695.3607339999999,2627.178379,711.305711,"reasonable"
"S2346","Zona Terza",,"CROSS","stone",2605.97764,692.950818,2614.958578,713.6914019999999,"reasonable"
"S2347","Zona Terza",,"LEDG","stone",2590.252571,692.118468,2600.326183,713.223826,"reasonable"
"S2348","Zona Terza",1386,"PLB","stone",2926.114405,136.21281900000008,2933.805159,138.8781039999999,"reasonable"
"S2349","Zona Terza",,"CROSS","stone",2939.49142,129.16252200000008,2946.874361,135.76023299999997,"reasonable"
"S2350","Zona Terza",,"LEDG","stone",2952.339859,128.34439999999995,2961.15505,144.38370299999997,"bad"
"S2351","Zona Terza",443,"CROSS","stone",2964.482341,126.599557,2973.697175,144.13782500000002,"reasonable"
"S2352","Zona Terza",,"CROSS","stone",2978.14712,125.7177180000001,2984.761885,129.97679399999993,"bad"
"S2353","Zona Terza",1893,"COL","stone",2991.301873,124.41290400000003,2998.527768,131.16766200000006,"reasonable"
"S2354","Zona Terza",806,"LEDG","stone",3003.349528,124.09702900000002,3012.752517,142.13754399999993,"reasonable"
"S2355","Zona Terza",,"CROSS","stone",3021.142666,123.39188600000011,3025.487984,125.80607899999995,"reasonable"
"S2356","Zona Terza",1015,"LEDG","stone",3030.084764,122.72371799999996,3039.100108,141.89217200000007,"reasonable"
"S2357","Zona Terza",805,"PLB","stone",3042.998944,127.90670799999998,3049.65818,130.39110899999991,"reasonable"
"S2358","Zona Terza",,"CROSS","stone",3055.189592,123.75408599999992,3061.024469,126.84191400000009,"reasonable"
