"stone","zone","tomb","form","material","ulx","uly","lrx","lry","condition"
"S584","Zona Prima",1082,"HEAD","stone",1357.012264,255.29368899999997,1361.784465,258.991039,"good"
"S585","Zona Prima",1802,"LEDG","stone",1344.330884,290.78653799999995,1354.144417,310.28164200000003,"reasonable"
"S586","Zona Prima",1804,"HEAD","stone",1356.201695,290.94662600000004,1362.481081,293.751669,"good"
"S587","Zona Prima",2195,"HEAD","stone",1365.496097,291.106714,1373.847457,293.91131099999996,"good"
"S588","Zona Prima",2193,"HEAD","stone",1354.88869,299.751452,1367.759914,302.656081,"good"
"S589","Zona Prima",1532,"CROSS","stone",1377.344479,291.58697700000005,1387.292911,300.283,"excellent"
"S590","Zona Prima",,"HEAD","stone",1395.619806,298.310662,1404.424631,305.034347,"good"
"S591","Zona Prima",,"HEAD","stone",1408.442031,291.907152,1417.065528,296.066473,"reasonable"
"S592","Zona Prima",1415,"LEDG","stone",1420.341399,295.10890700000004,1428.436414,308.700969,"reasonable"
"S593","Zona Prima",1531,"CROSS","stone",1432.279898,292.86767899999995,1440.444373,300.872066,"reasonable"
"S594","Zona Prima",,"LEDG","stone",1443.036373,293.187854,1451.169171,310.76519299999995,"reasonable"
"S595","Zona Prima",1052,"PLB","stone",1452.611041,296.38960899999995,1459.174638,300.55188999999996,"good"
"S596","Zona Prima",,"PLB","stone",1461.89613,294.628644,1469.260166,298.47074999999995,"good"
"S597","Zona Prima",,"HEAD","stone",1474.757021,295.268995,1484.625149,299.528945,"bad"
"S598","Zona Prima",1542,"LEDG","stone",1488.630782,296.229521,1496.955345,316.400577,"good"
"S599","Zona Prima",842,"PLB","stone",1503.198767,295.74925800000005,1508.001399,300.55188999999996,"bad"
"S600","Zona Prima",1285,"HEAD","stone",1515.205347,296.229521,1520.64833,299.591364,"bad"
"S601","Zona Prima",,"HEAD","stone",1526.251401,297.02995999999996,1532.01456,300.231715,"reasonable"
"S602","Zona Prima",1481,"HEAD","stone",1534.812533,295.10890700000004,1543.059952,301.77597000000003,"good"
"S603","Zona Prima",,"BUILD","stone",1552.025527,294.94881999999996,1559.389563,300.231715,"good"
"S604","Zona Prima",1009,"PLB","stone",1566.205788,296.54969700000004,1573.796194,300.36912900000004,"reasonable"
"S605","Zona Prima",,"PLB","stone",1566.433424,304.554084,1573.317197,307.75583900000004,"reasonable"
"S606","Zona Prima",2197,"HEAD","stone",1581.641759,304.554084,1590.446585,309.356716,"excellent"
"S607","Zona Prima",1337,"HEAD","stone",1597.330358,299.751452,1606.455359,305.194435,"reasonable"
"S608","Zona Prima",2198,"HEAD","stone",1611.786637,299.751452,1621.66228,306.48029299999996,"reasonable"
"S609","Zona Prima",283,"CROSS","stone",1636.872029,298.310662,1644.075978,303.753645,"good"
"S610","Zona Prima",283,"CROSS","stone",1649.839136,298.951013,1657.203172,304.554084,"good"
"S611","Zona Prima",809,"PLB","stone",1668.249226,296.709785,1676.893964,300.07162700000003,"excellent"
"S612","Zona Prima",2199,"HEAD","stone",1685.329704,297.83039900000006,1695.463169,301.49205300000006,"good"
"S613","Zona Prima",,"CROSS","stone",1697.70537,297.67031099999997,1707.63081,305.834786,"reasonable"
"S614","Zona Prima",370,"LEDG","stone",1712.753618,301.19224099999997,1718.036513,316.240489,"good"
"S615","Zona Prima",742,"LEDG","stone",1726.521164,301.512417,1731.643971,316.240489,"good"
"S616","Zona Prima",,"HEAD","stone",1740.288709,298.310662,1746.532131,300.71197800000004,"good"
"S617","Zona Prima",2200,"CROSS","stone",1751.799348,297.56532200000004,1758.617498,303.22961599999996,"reasonable"
"S618","Zona Prima",334,"LEDG","stone",1766.461618,301.35232900000005,1772.306154,314.994052,"good"
"S619","Zona Prima",964,"LEDG","stone",1779.648583,300.401533,1787.174897,313.507752,"good"
"S620","Zona Prima",,"HEAD","stone",1793.544569,291.42688899999996,1803.362411,295.55892000000006,"excellent"
"S621","Zona Prima",2202,"HEAD","stone",1815.049684,291.266802,1825.775562,309.19662800000003,"good"
"S622","Zona Prima",550,"PLB","stone",1835.540914,289.02015100000006,1840.517237,294.305426,"excellent"
"S623","Zona Prima",874,"PLB","stone",1845.78653,293.810073,1850.040958,296.22746600000005,"good"
"S624","Zona Prima",2203,"LEDG","stone",1855.551882,287.14230999999995,1865.604811,302.786476,"good"
"S625","Zona Prima",2204,"PED","stone",1872.361094,290.05670999999995,1887.87486,303.89795100000003,"good"
"S626","Zona Prima",859,"PLB","stone",1893.492676,285.40371500000003,1901.928184,289.34395200000006,"reasonable"
"S627","Zona Prima",,"PED","stone",1904.53873,284.54848200000004,1910.303228,290.624192,"reasonable"
"S628","Zona Prima",,"SCRLL","stone",1907.100134,292.285698,1911.251577,298.30874900000003,"reasonable"
"S629","Zona Prima",2205,"CROSS","stone",1913.343556,291.296881,1917.668816,296.70720700000004,"bad"
"S630","Zona Prima",,"HEAD","stone",1918.306276,284.13961200000006,1927.064787,288.54366000000005,"good"
"S631","Zona Prima",361,"PLB","stone",1938.317243,282.84463000000005,1946.578708,286.30248600000004,"excellent"
"S632","Zona Prima",483,"LEDG","stone",1953.97862,281.405981,1963.651042,301.447718,"excellent"
"S634","Zona Prima",2207,"HEAD","stone",1967.023038,280.594661,1976.526807,284.626438,"excellent"
"S635","Zona Prima",2208,"LEDG","stone",1981.883766,279.311594,1993.269416,299.463067,"bad"
"S636","Zona Prima",,"PLB","stone",1995.093303,284.13226599999996,2000.872475,288.59048500000006,"bad"
"S637","Zona Prima",2209,"HEAD","stone",2001.367833,278.02285600000005,2009.623793,281.490359,"good"
"S638","Zona Prima",1027,"HEAD","stone",2013.586654,277.52749800000004,2022.668211,282.81131300000004,"good"
"S639","Zona Prima",,"PLB","stone",2026.465953,277.36237900000003,2036.207986,280.829882,"good"
"S640","Zona Prima",482,"CROSS","stone",2089.706609,257.38295500000004,2101.430073,264.31796099999997,"reasonable"
"S641","Zona Prima",482,"WRETH","stone",2092.678755,272.57392200000004,2097.632331,276.867021,"reasonable"
"S642","Zona Prima",,"LEDG","stone",2104.897576,257.21783500000004,2116.951279,279.17868999999996,"reasonable"
"S643","Zona Prima",2258,"HEAD","stone",2135.44463,262.50165000000004,2144.361067,264.978438,"bad"
"S644","Zona Prima",,"CROSS","stone",2136.184376,291.076947,2143.52998,295.17682,"reasonable"
"S645","Zona Prima",2235,"HEAD","stone",2122.347308,285.09796700000004,2133.2803,294.15185199999996,"good"
"S646","Zona Prima",,"WRETH","stone",2114.823194,291.813627,2119.99145,296.043454,"reasonable"
"S647","Zona Prima",393,"HEAD","stone",2102.360432,287.489559,2109.535208,290.393635,"excellent"
"S648","Zona Prima",,"CROSS","stone",2086.815084,285.439623,2096.55228,292.61439900000005,"reasonable"
"S649","Zona Prima",3,"PLB","stone",2078.786168,295.689304,2084.081836,299.789176,"good"
"S650","Zona Prima",,"PLB","stone",2071.269736,296.03096000000005,2076.565404,298.25172399999997,"reasonable"
"S651","Zona Prima",701,"PLB","stone",2064.778272,296.03096000000005,2069.390628,298.08089600000005,"good"
"S652","Zona Prima",,"PLB","stone",2056.920184,297.226756,2062.728336,299.789176,"reasonable"
"S653","Zona Prima",,"BUILD","stone",2123.88476,313.455416,2134.13444,325.755032,"excellent"
"S654","Zona Prima",,"CROSS","stone",2103.897884,316.188664,2117.222468,324.73006399999997,"good"
"S655","Zona Prima",,"CROSS","stone",2086.815084,313.79707199999996,2097.235592,321.484332,"reasonable"
"S656","Zona Prima",1370,"PED","stone",2073.148844,313.79707199999996,2082.715212,319.434396,"good"
"S657","Zona Prima",2211,"HEAD","stone",2066.486552,315.16369599999996,2071.953048,317.21363199999996,"good"
"S658","Zona Prima",2210,"CROSS","stone",2053.84528,312.94293200000004,2064.265788,322.50930000000005,"excellent"
"S659","Zona Prima",1031,"HEAD","stone",2041.03318,313.79707199999996,2050.42872,322.338472,"excellent"
"S660","Zona Prima",,"PLB","stone",2043.5956,326.096688,2047.182988,329.34241999999995,"good"
"S661","Zona Prima",432,"PLB","stone",2032.833436,324.55923600000006,2037.958276,328.48828000000003,"excellent"
"S662","Zona Prima",83,"HEAD","stone",1981.388409,309.629729,1988.480152,314.180918,"good"
"S663","Zona Prima",82,"HEAD","stone",1968.839349,310.23236599999996,1976.904134,315.82518600000003,"good"
"S664","Zona Prima",2186,"CROSS","stone",1950.676236,311.45291499999996,1961.507644,319.950613,"good"
"S665","Zona Prima",2185,"HEAD","stone",1934.635225,312.403947,1947.441681,321.51713500000005,"good"
"S666","Zona Prima",2184,"COPE","stone",1921.828206,313.83917299999996,1932.073821,334.010228,"reasonable"
"S667","Zona Prima",988,"HEAD","stone",1908.861099,314.391927,1919.347686,318.16054399999996,"good"
"S668","Zona Prima",,"PLB","stone",1897.334782,315.210967,1904.190922,319.43992000000003,"excellent"
"S669","Zona Prima",2183,"HEAD","stone",1883.086973,316.87375299999997,1892.850292,322.000859,"good"
"S670","Zona Prima",,"PED","stone",1866.437848,319.845092,1878.755916,329.842679,"reasonable"
"S671","Zona Prima",640,"HEAD","stone",1853.630829,319.07958900000006,1862.782684,324.240945,"excellent"
"S672","Zona Prima",,"PLG","stone",1843.225126,319.834197,1851.860802,325.36322600000005,"good"
"S673","Zona Prima",2181,"CROSS","stone",1832.499247,321.117123,1837.707417,326.325293,"good"
"S674","Zona Prima",,"PLB","stone",1820.492667,321.04312100000004,1825.93565,326.00584100000003,"excellent"
"S675","Zona Prima",773,"PLB","stone",1808.96635,324.56505100000004,1814.409333,329.047508,"reasonable"
"S676","Zona Prima",,"HEAD","stone",1792.797488,329.52777100000003,1804.00363,337.532158,"excellent"
"S677","Zona Prima",275,"LEDG","stone",1776.308451,330.64838599999996,1782.872048,334.33040400000004,"excellent"
"S678","Zona Prima",2178,"CROSS","stone",1756.297483,329.047508,1765.902748,334.17031599999996,"good"
"S679","Zona Prima",930,"CROSS","stone",1744.45099,330.16812200000004,1752.775553,335.451018,"good"
"S680","Zona Prima",2177,"COPE","stone",1734.951743,334.010228,1742.049033,349.791332,"good"
"S681","Zona Prima",496,"PLB","stone",1722.839146,330.64838499999996,1729.082567,334.010228,"excellent"
"S682","Zona Prima",2176,"HEAD","stone",1709.231688,328.407157,1718.676864,330.64838499999996,"good"
"S683","Zona Prima",1196,"COL","stone",1697.677911,342.34282499999995,1702.120852,346.72225000000003,"reasonable"
"S684","Zona Prima",836,"CROSS","stone",1683.457562,329.047508,1691.622036,331.769,"reasonable"
"S685","Zona Prima",,"CROSS","stone",1670.330367,329.047508,1678.174666,332.409351,"excellent"
"S686","Zona Prima",1577,"HEAD","stone",1655.4722,328.56724499999996,1665.045311,334.851177,"excellent"
"S687","Zona Prima",85,"CROSS","stone",1644.862765,328.56724499999996,1650.477267,334.803548,"excellent"
"S688","Zona Prima",1549,"LEDG","metal",1629.556171,329.84083699999996,1639.304253,349.25619200000006,"good"
"S689","Zona Prima",,"LEDG","stone",1622.038824,334.97075400000006,1628.226391,350.280074,"bad"
"S690","Zona Prima",1392,"HEAD","stone",1612.580908,329.047508,1621.022178,336.229686,"good"
"S691","Zona Prima",,"COL","stone",1600.372025,329.36768400000005,1608.856675,338.012422,"good"
"S692","Zona Prima",,"HEAD","stone",1571.075968,336.25145599999996,1578.119829,344.576019,"excellent"
"S693","Zona Prima",609,"STAT","stone",1546.760401,327.92689399999995,1564.668215,349.27811099999997,"excellent"
"S694","Zona Prima",,"PED","stone",1530.403583,331.769,1537.775174,338.361708,"reasonable"
"S695","Zona Prima",548,"PED","stone",1516.646137,328.88742,1523.369822,336.25145599999996,"good"
"S696","Zona Prima",,"CROSS","stone",1499.394571,328.72733300000004,1509.1205,335.78050199999996,"excellent"
"S697","Zona Prima",2173,"PED","stone",1484.671802,329.847947,1493.912529,337.35587799999996,"good"
"S698","Zona Prima",850,"PLB","stone",1471.761855,329.847947,1479.985058,333.81648199999995,"good"
"S699","Zona Prima",30,"PLB","stone",1460.295252,330.16812200000004,1465.257972,334.490491,"excellent"
"S700","Zona Prima",30,"PLG","stone",1447.808409,334.97075400000006,1455.332533,338.33259699999996,"good"
"S701","Zona Prima",,"PED","stone",1435.161477,329.36768400000005,1443.165864,338.972948,"reasonable"
"S703","Zona Prima",57,"HEAD","stone",1411.788667,328.88742,1416.751387,334.490491,"good"
"S704","Zona Prima",57,"LEDG","stone",1409.547439,336.41154400000005,1419.953142,348.7383,"excellent"
"S705","Zona Prima",76,"LEDG","stone",1387.82461,325.84575300000006,1397.695743,348.393363,"excellent"
"S706","Zona Prima",2172,"BUILD","stone",1368.117787,327.766806,1379.4477,339.877524,"good"
"S707","Zona Prima",857,"PLG","stone",1357.915577,327.446631,1364.71787,333.94149000000004,"reasonable"
"S708","Zona Prima",1130,"LEDG","stone",1346.914001,326.966367,1354.789974,345.52109299999995,"reasonable"
"S709","Zona Prima",,"HEAD","stone",1340.585836,330.968561,1345.349842,334.958351,"bad"
"S710","Zona Prima",1639,"CROSS","stone",1337.047704,355.04175499999997,1341.910369,361.25516000000005,"good"
"S711","Zona Prima",664,"OSS","stone",1344.993561,353.01564399999995,1356.089418,374.49487899999997,"good"
"S712","Zona Prima",,"HEAD","stone",1358.144918,361.93053,1365.271061,364.675469,"good"
"S713","Zona Prima",,"HEAD","stone",1367.124348,354.36638500000004,1375.538738,359.784892,"reasonable"
"S714","Zona Prima",1524,"LEDG","stone",1379.720711,354.50145899999995,1388.780794,373.479838,"good"
"S715","Zona Prima",,"HEAD","stone",1395.318883,354.771607,1404.583377,359.655493,"good"
"S716","Zona Prima",646,"LEDG","stone",1405.859812,356.257421,1415.388965,374.52951600000006,"excellent"
"S717","Zona Prima",19,"PLB","stone",1419.442862,355.04175499999997,1424.71075,359.90441999999996,"excellent"
"S718","Zona Prima",455,"PLB","stone",1427.007008,355.31190300000003,1432.139821,360.039494,"excellent"
"S719","Zona Prima",,"LEDG","stone",1441.780128,358.148458,1451.716663,372.859691,"excellent"
"S720","Zona Prima",909,"HEAD","stone",1459.775502,356.79771700000003,1468.743512,360.06031900000005,"good"
"S721","Zona Prima",,"PLB","stone",1473.202327,357.067865,1478.740362,361.525308,"excellent"
"S722","Zona Prima",911,"LEDG","stone",1481.878355,356.39249500000005,1492.244388,376.09453199999996,"good"
"S723","Zona Prima",2155,"HEAD","stone",1493.930704,357.067865,1504.267792,361.433548,"reasonable"
"S724","Zona Prima",1032,"PLB","stone",1506.356871,358.95890199999997,1515.209151,363.560837,"excellent"
"S725","Zona Prima",,"HEAD","stone",1519.792254,357.87830900000006,1529.659905,363.67026899999996,"excellent"
"S726","Zona Prima",,"HEAD","stone",1532.338133,358.41860599999995,1542.490827,364.11827900000003,"good"
"S727","Zona Prima",,"CROSS","stone",1546.002499,358.148458,1554.376466,366.002119,"good"
"S728","Zona Prima",,"CROSS","stone",1562.262002,359.65005900000006,1573.912404,365.688039,"reasonable"
"S729","Zona Prima",,"CROSS","stone",1578.57062,360.355675,1588.385859,366.28699600000004,"good"
"S730","Zona Prima",2156,"HEAD","stone",1590.953766,359.634582,1602.748945,378.343924,"reasonable"
"S731","Zona Prima",421,"STAT","stone",1616.476922,360.66942500000005,1634.046926,367.885677,"good"
"S732","Zona Prima",,"HEAD","stone",1643.773179,360.355675,1653.499431,365.218801,"good"
"S733","Zona Prima",1459,"CROSS","stone",1657.578183,360.66942500000005,1664.95131,366.944427,"good"
"S734","Zona Prima",,"LEDG","stone",1668.716344,362.708801,1678.44156,384.335786,"good"
"S735","Zona Prima",684,"HEAD","stone",1680.441457,361.14005,1689.266433,364.99929099999997,"excellent"
"S736","Zona Prima",2157,"CHEST","stone",1694.443817,361.610675,1701.816944,379.965055,"good"
"S737","Zona Prima",1844,"HEAD","stone",1707.307571,361.4538,1722.2107,381.220056,"reasonable"
"S738","Zona Prima",,"PLB","stone",1724.877575,361.610675,1730.525077,365.06192599999997,"excellent"
"S739","Zona Prima",,"CROSS","stone",1732.721327,362.08130100000005,1738.368829,365.218801,"reasonable"
"S740","Zona Prima",2159,"SCRLL","stone",1739.648481,367.41505200000006,1745.584288,375.51051300000006,"good"
"S741","Zona Prima",2160,"COPE","stone",1748.227508,358.9438,1766.753473,393.07855400000005,"good"
"S742","Zona Prima",,"PLB","stone",1773.928992,359.41442500000005,1784.019086,365.305883,"good"
"S743","Zona Prima",1631,"CROSS","stone",1791.549468,359.41442500000005,1801.903221,367.885677,"good"
"S744","Zona Prima",2161,"COPE","stone",1806.295722,360.51255000000003,1814.610099,386.86755700000003,"good"
"S745","Zona Prima",2162,"CROSS","stone",1820.414476,355.33567400000004,1827.473852,360.51255000000003,"reasonable"
"S746","Zona Prima",,"CROSS","stone",1829.356353,355.33567400000004,1835.945105,362.708801,"good"
"S747","Zona Prima",2162,"CROSS","stone",1838.455105,355.178799,1845.357607,360.1988,"reasonable"
"S748","Zona Prima",2163,"HEAD","stone",1849.279483,354.23754799999995,1857.436985,358.15942400000006,"excellent"
"S749","Zona Prima",40,"PLB","stone",1860.103861,353.870126,1868.082718,370.232485,"excellent"
"S750","Zona Prima",,"WRETH","stone",1872.183239,352.57588,1879.791297,359.880997,"reasonable"
"S751","Zona Prima",1223,"HEAD","stone",1881.752617,347.864329,1891.406412,351.41262700000004,"reasonable"
"S752","Zona Prima",,"PLB","stone",1899.008871,350.94963600000005,1905.552715,355.96184400000004,"excellent"
"S753","Zona Prima",2164,"COL","stone",1918.304501,345.29567099999997,1926.148253,353.766923,"good"
"S754","Zona Prima",1648,"CROSS","stone",1933.050755,345.06274199999996,1941.157605,349.059076,"excellent"
"S755","Zona Prima",1648,"HEAD","stone",1945.757634,344.148857,1952.6053,347.804069,"excellent"
"S756","Zona Prima",1648,"HEAD","stone",1933.52138,364.10939099999996,1941.74506,367.571227,"good"
"S757","Zona Prima",2165,"PLG","stone",1957.052637,342.379314,1964.837232,350.62883,"excellent"
"S758","Zona Prima",2166,"CROSS","stone",1969.132015,341.77929100000006,1975.235187,345.92045099999996,"reasonable"
"S759","Zona Prima",,"PLG","stone",2009.192093,350.00192200000004,2016.821821,363.548582,"excellent"
"S760","Zona Prima",2188,"HEAD","stone",2020.900778,343.39840200000003,2030.05414,346.55014100000005,"good"
"S761","Zona Prima",,"COL","stone",2035.803907,345.452546,2043.961409,351.88442299999997,"good"
"S762","Zona Prima",2144,"CROSS","stone",2049.452036,343.72692099999995,2055.256412,349.531297,"good"
"S763","Zona Prima",801,"HEAD","stone",2059.021413,344.511296,2068.433916,360.355675,"excellent"
"S764","Zona Prima",2190,"CROSS","stone",2072.826417,343.72692099999995,2083.18017,351.88442299999997,"good"
"S765","Zona Prima",2191,"HEAD","stone",2092.592672,344.040671,2101.691425,348.433172,"good"
"S766","Zona Prima",1211,"HEAD","stone",2108.610144,343.72692099999995,2118.318016,364.94333900000004,"excellent"
"S767","Zona Prima",2192,"CROSS","stone",2122.242055,344.197546,2132.282058,351.88442299999997,"reasonable"
"S768","Zona Prima",,"LEDG","stone",2134.902522,343.57004600000005,2145.615889,363.599384,"excellent"
"S769","Zona Prima",,"PLG","stone",2126.948306,377.29818,2133.537058,387.18130699999995,"good"
"S770","Zona Prima",1321,"LEDG","stone",2105.456426,378.710055,2112.358928,393.92693399999996,"reasonable"
"S771","Zona Prima",,"LEDG","stone",2095.416423,378.710055,2102.632675,393.92693399999996,"bad"
"S772","Zona Prima",,"LEDG","stone",2082.048691,379.33755499999995,2090.081673,391.383691,"reasonable"
"S773","Zona Prima",697,"PLB","stone",2069.845791,375.25880400000005,2078.630794,380.43568000000005,"excellent"
"S774","Zona Prima",2170,"HEAD","stone",2054.628912,374.16067899999996,2064.982665,379.965055,"good"
"S775","Zona Prima",833,"PLB","stone",2046.628285,374.631304,2052.746412,377.455055,"good"
"S776","Zona Prima",,"LEDG","stone",2035.647032,374.788179,2044.90266,395.33880899999997,"good"
"S777","Zona Prima",,"PLB","stone",2027.332655,374.631304,2034.862657,377.455055,"reasonable"
"S778","Zona Prima",2168,"LEDG","stone",2015.723902,374.631304,2024.038279,394.554434,"good"
"S779","Zona Prima",2168,"LEDG","stone",2004.428899,374.474429,2012.586401,394.711309,"good"
"S780","Zona Prima",,"COL","stone",1995.330147,382.318181,2001.134523,388.75005799999997,"reasonable"
"S781","Zona Prima",1000,"HEAD","stone",1984.662644,374.788179,1992.663271,389.84818299999995,"good"
"S782","Zona Prima",,"PLB","stone",1932.423255,386.08318199999997,1939.012007,389.69130800000005,"excellent"
"S783","Zona Prima",,"LEDG","stone",1921.128252,385.54175699999996,1929.279882,402.711267,"reasonable"
"S784","Zona Prima",2148,"CHEST","stone",1891.008244,391.203352,1910.815078,405.060161,"excellent"
"S785","Zona Prima",765,"HEAD","stone",1880.654491,389.377558,1885.988243,394.711309,"good"
"S786","Zona Prima",693,"PLB","stone",1880.654491,400.20193600000005,1886.772618,402.71193600000004,"reasonable"
"S787","Zona Prima",2143,"CROSS","stone",1869.503068,389.220683,1878.76762,394.990668,"reasonable"
"S788","Zona Prima",1057,"HEAD","stone",1859.319486,389.69130800000005,1867.476988,395.495684,"good"
"S789","Zona Prima",2142,"CROSS","stone",1848.338233,389.69130800000005,1856.96636,415.10506499999997,"good"
"S790","Zona Prima",,"CROSS","stone",1830.493705,390.161933,1845.356655,400.68257700000004,"excellent"
"S791","Zona Prima",2140,"CROSS","stone",1817.276975,392.044433,1822.924476,398.47631,"excellent"
"S792","Zona Prima",357,"PLG","stone",1806.452597,396.28006000000005,1810.688223,404.751312,"excellent"
"S793","Zona Prima",2139,"CROSS","stone",1793.275093,395.809434,1801.432595,400.829436,"excellent"
"S794","Zona Prima",,"HEAD","stone",1783.059108,398.319435,1792.1718,403.797289,"excellent"
"S795","Zona Prima",2138,"HEAD","stone",1771.631995,394.083809,1781.976434,400.00231800000006,"excellent"
"S796","Zona Prima",2137,"CHEST","stone",1751.207249,397.53506000000004,1760.795033,418.261532,"good"
"S797","Zona Prima",,"PLB","stone",1740.72209,397.064435,1745.894479,401.035157,"excellent"
"S798","Zona Prima",,"LEDG","stone",1725.083458,394.711309,1733.188876,409.82593899999995,"reasonable"
"S799","Zona Prima",2135,"COPE","stone",1705.84292,390.78943300000003,1717.18744,412.38356699999997,"good"
"S800","Zona Prima",,"LEDG","stone",1690.549344,390.475683,1701.812785,412.25704299999995,"good"
"S801","Zona Prima",,"LEDG","stone",1675.470917,390.161933,1687.687713,412.277008,"reasonable"
"S802","Zona Prima",615,"CROSS","stone",1663.141936,390.161933,1671.850848,399.481532,"excellent"
"S803","Zona Prima",,"HEAD","stone",1651.616931,389.220683,1656.009432,394.711309,"excellent"
"S804","Zona Prima",,"CROSS","stone",1635.319947,388.906933,1644.713186,397.52875800000004,"good"
"S805","Zona Prima",1113,"HEAD","stone",1622.13567,389.063808,1632.318456,408.697504,"good"
"S806","Zona Prima",,"LEDG","stone",1608.15299,388.906933,1615.376231,406.499456,"good"
"S807","Zona Prima",,"BUILD","stone",1579.836209,388.12255700000003,1591.062198,406.77793799999995,"good"
"S808","Zona Prima",1145,"HEAD","stone",1550.213298,387.0543,1560.860728,391.28252599999996,"good"
"S809","Zona Prima",1561,"CROSS","stone",1536.854306,386.37892999999997,1547.218667,394.90767500000004,"reasonable"
"S810","Zona Prima",,"HEAD","stone",1522.393086,386.37892999999997,1532.766295,405.551549,"excellent"
"S811","Zona Prima",913,"HEAD","stone",1509.911095,385.568486,1519.935276,392.95472400000006,"reasonable"
"S812","Zona Prima",2132,"PED","stone",1498.540196,389.75578099999996,1506.690231,401.483879,"reasonable"
"S813","Zona Prima",,"PLG","stone",1490.626876,394.348298,1496.299986,402.85796200000004,"bad"
"S814","Zona Prima",2,"PLG","stone",1484.314125,385.163264,1489.542395,391.29902200000004,"bad"
"S815","Zona Prima",983,"OBEL","stone",1462.345626,386.24385600000005,1471.716249,393.06744000000003,"good"
"S816","Zona Prima",1538,"CROSS","stone",1442.161059,383.677449,1451.452805,388.487294,"good"
"S817","Zona Prima",,"HEAD","stone",1427.146169,383.40730099999996,1437.806447,402.39539,"reasonable"
"S818","Zona Prima",30,"PLB","stone",1416.023362,383.542375,1424.304596,386.50249800000006,"bad"
"S819","Zona Prima",502,"CROSS","stone",1403.873241,383.137153,1413.362452,391.436647,"excellent"
"S820","Zona Prima",768,"CHEST","stone",1379.247894,384.487893,1400.396074,391.61475800000005,"good"
"S821","Zona Prima",914,"BOOK","stone",1362.846844,384.35281899999995,1369.735619,390.025929,"reasonable"
"S822","Zona Prima",,"CROSS","stone",1347.448404,381.516265,1354.472254,388.40504,"good"
"S823","Zona Prima",2129,"HEAD","stone",1337.588,381.38119100000006,1343.396183,384.622967,"good"
"S824","Zona Prima",1410,"HEAD","stone",1337.317852,391.376669,1342.990961,397.184852,"reasonable"
"S825","Zona Prima",250,"CROSS","stone",1342.766317,410.695061,1349.558854,417.088037,"excellent"
"S827","Zona Prima",,"HEAD","stone",1356.689846,411.183188,1366.729981,419.53163500000005,"good"
"S828","Zona Prima",2109,"HEAD","stone",1368.275056,418.08569,1374.571567,423.324706,"reasonable"
"S829","Zona Prima",2110,"HEAD","stone",1376.916494,411.79766600000005,1386.181057,431.154819,"good"
"S830","Zona Prima",1070,"PLB","stone",1387.753111,416.83069,1394.498738,420.752566,"good"
"S831","Zona Prima",,"HEAD","stone",1397.359395,412.28131399999995,1406.104272,416.90783,"excellent"
"S832","Zona Prima",,"CROSS","stone",1411.041409,413.69318899999996,1417.558891,420.830473,"excellent"
"S833","Zona Prima",,"HEAD","stone",1422.524111,413.22256400000003,1431.206941,418.18341699999996,"good"
"S834","Zona Prima",1144,"HEAD","stone",1433.403748,418.242565,1439.67875,423.419442,"good"
"S835","Zona Prima",1514,"CROSS","stone",1444.571945,415.732565,1450.031296,421.805926,"good"
"S836","Zona Prima",,"CROSS","stone",1467.602507,415.10506499999997,1475.446259,421.53694099999996,"excellent"
"S837","Zona Prima",373,"HEAD","stone",1486.708919,414.163814,1495.055198,417.38685899999996,"excellent"
"S838","Zona Prima",30,"PLB","stone",1494.428139,419.02694099999997,1502.271892,421.850691,"reasonable"
"S839","Zona Prima",1319,"HEAD","stone",1505.854144,414.94818899999996,1514.191889,422.52124100000003,"good"
"S840","Zona Prima",1318,"LEDG","stone",1516.541353,414.163814,1526.894081,434.913188,"excellent"
"S841","Zona Prima",2111,"HEAD","stone",1532.621027,414.63443900000004,1541.803614,421.185469,"reasonable"
"S842","Zona Prima",387,"HEAD","stone",1545.364264,415.10506499999997,1554.823917,418.386985,"excellent"
"S843","Zona Prima",449,"PLB","stone",1559.688157,417.45819000000006,1565.806283,421.53694099999996,"excellent"
"S844","Zona Prima",,"LEDG","stone",1568.824076,415.88944000000004,1578.352422,436.223648,"excellent"
"S845","Zona Prima",,"LEDG","stone",1578.545692,416.04631500000005,1589.958941,434.12650800000006,"excellent"
"S846","Zona Prima",452,"PLB","stone",1595.455666,416.20318999999995,1600.632543,420.752566,"excellent"
"S847","Zona Prima",,"PLB","stone",1603.770043,416.51694,1609.731295,420.752566,"excellent"
"S848","Zona Prima",1273,"LEDG","stone",1614.33508,417.30131500000005,1622.908657,435.076865,"reasonable"
"S849","Zona Prima",748,"LEDG","stone",1628.406675,417.77194,1637.966453,438.367167,"good"
"S850","Zona Prima",,"CROSS","stone",1641.629264,419.497566,1650.358308,423.35416299999997,"good"
"S851","Zona Prima",2,"PLB","stone",1655.068182,420.595691,1660.872558,424.674442,"reasonable"
"S852","Zona Prima",,"CROSS","stone",1663.853184,420.595691,1671.069436,427.81194300000004,"good"
"S853","Zona Prima",,"PLB","stone",1676.873813,420.909441,1681.736939,424.988192,"very poor"
"S854","Zona Prima",975,"HEAD","stone",1699.364015,422.94881699999996,1708.717057,427.550485,"excellent"
"S855","Zona Prima",975,"HEAD","stone",1712.344916,423.262567,1721.108781,428.22255600000005,"excellent"
